"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_SAFETY","Measure_safety","MEASURE_SAFETY"
"1003","MEX","Mexico",2010,22.5,"Intentional homicides","HOMIC"
"1004","MEX","Mexico",2011,23.5,"Intentional homicides","HOMIC"
"1005","MEX","Mexico",2012,22.2,"Intentional homicides","HOMIC"
"1006","MEX","Mexico",2013,19.5,"Intentional homicides","HOMIC"
"1007","MEX","Mexico",2014,16.7,"Intentional homicides","HOMIC"
"1008","MEX","Mexico",2015,17.2,"Intentional homicides","HOMIC"
"1009","MEX","Mexico",2016,19.6,"Intentional homicides","HOMIC"
"1010","MEX","Mexico",2017,25.6,"Intentional homicides","HOMIC"
"1011","MEX","Mexico",2018,27.7,"Intentional homicides","HOMIC"
"1012","MEX","Mexico",2019,28.3,"Intentional homicides","HOMIC"
"1013","MEX","Mexico",2020,28.5,"Intentional homicides","HOMIC"
"1014","MEX","Mexico",2021,27.7,"Intentional homicides","HOMIC"
"1015","NLD","Netherlands",2011,4.43,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1016","NLD","Netherlands",2012,4.49,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1017","NLD","Netherlands",2013,3.95,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1018","NLD","Netherlands",2014,3.93,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1019","NLD","Netherlands",2015,4.34,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1020","NLD","Netherlands",2016,4.27,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1021","NLD","Netherlands",2017,4.06,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1022","NLD","Netherlands",2018,4.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1023","NLD","Netherlands",2010,4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1024","NLD","Netherlands",2010,214.4,"Motor vehicle theft","VEH_THEFT"
"1025","NLD","Netherlands",2011,214.5,"Motor vehicle theft","VEH_THEFT"
"1026","NLD","Netherlands",2012,203.8,"Motor vehicle theft","VEH_THEFT"
"1027","NLD","Netherlands",2013,198.1,"Motor vehicle theft","VEH_THEFT"
"1028","NLD","Netherlands",2014,192.8,"Motor vehicle theft","VEH_THEFT"
"1029","NLD","Netherlands",2015,187.5,"Motor vehicle theft","VEH_THEFT"
"1030","NLD","Netherlands",2016,163,"Motor vehicle theft","VEH_THEFT"
"1031","NLD","Netherlands",2017,143.6,"Motor vehicle theft","VEH_THEFT"
"1032","NLD","Netherlands",2018,144,"Motor vehicle theft","VEH_THEFT"
"1033","NLD","Netherlands",2019,147.4,"Motor vehicle theft","VEH_THEFT"
"1034","NLD","Netherlands",2020,139.6,"Motor vehicle theft","VEH_THEFT"
"1035","NLD","Netherlands",2021,112.5,"Motor vehicle theft","VEH_THEFT"
"1036","NLD","Netherlands",2022,134.9,"Motor vehicle theft","VEH_THEFT"
"1037","NLD","Netherlands",2023,118,"Motor vehicle theft","VEH_THEFT"
"1038","NLD","Netherlands",2010,0.9,"Intentional homicides","HOMIC"
"1039","NLD","Netherlands",2011,0.9,"Intentional homicides","HOMIC"
"1040","NLD","Netherlands",2012,0.9,"Intentional homicides","HOMIC"
"1041","NZL","New Zealand",2010,459.5,"Motor vehicle theft","VEH_THEFT"
"1042","NZL","New Zealand",2011,472.7,"Motor vehicle theft","VEH_THEFT"
"1043","NZL","New Zealand",2012,404,"Motor vehicle theft","VEH_THEFT"
"1044","NZL","New Zealand",2013,432.7,"Motor vehicle theft","VEH_THEFT"
"1045","NZL","New Zealand",2014,471.9,"Motor vehicle theft","VEH_THEFT"
"1046","NZL","New Zealand",2010,1.1,"Intentional homicides","HOMIC"
"1047","NZL","New Zealand",2011,0.9,"Intentional homicides","HOMIC"
"1048","NZL","New Zealand",2012,1,"Intentional homicides","HOMIC"
"1049","NZL","New Zealand",2013,1.1,"Intentional homicides","HOMIC"
"1050","NZL","New Zealand",2014,0.9,"Intentional homicides","HOMIC"
"1051","NOR","Norway",2011,4.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1052","NOR","Norway",2012,3.87,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1053","NOR","Norway",2013,4.61,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1054","NOR","Norway",2014,3.72,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1055","NOR","Norway",2015,3.37,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1056","NOR","Norway",2016,3.78,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1057","NOR","Norway",2017,3.01,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1058","NOR","Norway",2018,3.09,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1059","NOR","Norway",2010,5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1060","NOR","Norway",2019,3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1061","NOR","Norway",2020,2.6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1062","NOR","Norway",2021,2.1,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1063","NOR","Norway",2022,2.7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1064","NOR","Norway",2023,2.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1065","NOR","Norway",2011,2.2,"Intentional homicides","HOMIC"
"1066","NOR","Norway",2012,0.5,"Intentional homicides","HOMIC"
"1067","NOR","Norway",2013,0.9,"Intentional homicides","HOMIC"
"1068","NOR","Norway",2015,0.5,"Intentional homicides","HOMIC"
"1069","NOR","Norway",2022,0.5,"Intentional homicides","HOMIC"
"1070","NOR","Norway",2023,0.7,"Intentional homicides","HOMIC"
"1071","NOR","Norway",2010,219.2,"Motor vehicle theft","VEH_THEFT"
"1072","NOR","Norway",2011,186,"Motor vehicle theft","VEH_THEFT"
"1073","NOR","Norway",2012,156,"Motor vehicle theft","VEH_THEFT"
"1074","NOR","Norway",2013,128.2,"Motor vehicle theft","VEH_THEFT"
"1075","NOR","Norway",2014,126.2,"Motor vehicle theft","VEH_THEFT"
"1076","NOR","Norway",2015,101.5,"Motor vehicle theft","VEH_THEFT"
"1077","NOR","Norway",2016,83.1,"Motor vehicle theft","VEH_THEFT"
"1078","NOR","Norway",2017,74.5,"Motor vehicle theft","VEH_THEFT"
"1079","NOR","Norway",2018,74.1,"Motor vehicle theft","VEH_THEFT"
"1080","NOR","Norway",2019,70.1,"Motor vehicle theft","VEH_THEFT"
"1081","NOR","Norway",2020,75.5,"Motor vehicle theft","VEH_THEFT"
"1082","NOR","Norway",2021,58.2,"Motor vehicle theft","VEH_THEFT"
"1083","NOR","Norway",2022,73.6,"Motor vehicle theft","VEH_THEFT"
"1084","NOR","Norway",2023,93.6,"Motor vehicle theft","VEH_THEFT"
"1085","NOR","Norway",2010,0.6,"Intentional homicides","HOMIC"
"1086","NOR","Norway",2014,0.6,"Intentional homicides","HOMIC"
"1087","NOR","Norway",2016,0.5,"Intentional homicides","HOMIC"
"1088","NOR","Norway",2017,0.5,"Intentional homicides","HOMIC"
"1089","NOR","Norway",2018,0.5,"Intentional homicides","HOMIC"
"1090","NOR","Norway",2019,0.5,"Intentional homicides","HOMIC"
"1091","NOR","Norway",2020,0.6,"Intentional homicides","HOMIC"
"1092","NOR","Norway",2021,0.5,"Intentional homicides","HOMIC"
"1093","PER","Peru",2010,52.9,"Motor vehicle theft","VEH_THEFT"
"1094","PER","Peru",2011,52.9,"Motor vehicle theft","VEH_THEFT"
"1095","PER","Peru",2012,56.2,"Motor vehicle theft","VEH_THEFT"
"1096","PER","Peru",2013,64.1,"Motor vehicle theft","VEH_THEFT"
"1097","PER","Peru",2014,60.7,"Motor vehicle theft","VEH_THEFT"
"1098","PER","Peru",2012,9.7,"Intentional homicides","HOMIC"
"1099","PER","Peru",2013,9.1,"Intentional homicides","HOMIC"
"1100","PER","Peru",2014,7.7,"Intentional homicides","HOMIC"
"1101","POL","Poland",2010,43.5,"Motor vehicle theft","VEH_THEFT"
"1102","POL","Poland",2011,43.5,"Motor vehicle theft","VEH_THEFT"
"1103","POL","Poland",2012,42.6,"Motor vehicle theft","VEH_THEFT"
"1104","POL","Poland",2013,38.9,"Motor vehicle theft","VEH_THEFT"
"1105","POL","Poland",2014,36.3,"Motor vehicle theft","VEH_THEFT"
"1106","POL","Poland",2015,31.7,"Motor vehicle theft","VEH_THEFT"
"1107","POL","Poland",2016,30.2,"Motor vehicle theft","VEH_THEFT"
"1108","POL","Poland",2017,26.5,"Motor vehicle theft","VEH_THEFT"
"1109","POL","Poland",2018,23,"Motor vehicle theft","VEH_THEFT"
"1110","POL","Poland",2019,22.8,"Motor vehicle theft","VEH_THEFT"
"1111","POL","Poland",2012,11.4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1112","POL","Poland",2010,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1113","POL","Poland",2011,12.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1114","POL","Poland",2013,10.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1115","POL","Poland",2014,10.3,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1116","POL","Poland",2015,9.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1117","POL","Poland",2016,9.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1118","POL","Poland",2017,9.4,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1119","POL","Poland",2018,9.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1120","POL","Poland",2019,10,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1121","POL","Poland",2020,10,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1122","POL","Poland",2021,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1123","POL","Poland",2022,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1124","POL","Poland",2023,6.5,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1125","POL","Poland",2022,0.7,"Intentional homicides","HOMIC"
"1126","POL","Poland",2023,0.8,"Intentional homicides","HOMIC"
"1127","POL","Poland",2020,23.4,"Motor vehicle theft","VEH_THEFT"
"1128","POL","Poland",2021,22.7,"Motor vehicle theft","VEH_THEFT"
"1129","POL","Poland",2022,20,"Motor vehicle theft","VEH_THEFT"
"1130","POL","Poland",2023,17.3,"Motor vehicle theft","VEH_THEFT"
"1131","POL","Poland",2010,1.8,"Intentional homicides","HOMIC"
"1132","POL","Poland",2011,1.8,"Intentional homicides","HOMIC"
"1133","POL","Poland",2012,1.6,"Intentional homicides","HOMIC"
"1134","POL","Poland",2013,1.5,"Intentional homicides","HOMIC"
"1135","POL","Poland",2014,1.4,"Intentional homicides","HOMIC"
"1136","POL","Poland",2015,1.3,"Intentional homicides","HOMIC"
"1137","POL","Poland",2016,1.2,"Intentional homicides","HOMIC"
"1138","POL","Poland",2017,1.4,"Intentional homicides","HOMIC"
"1139","POL","Poland",2018,1.4,"Intentional homicides","HOMIC"
"1140","POL","Poland",2019,1.4,"Intentional homicides","HOMIC"
"1141","POL","Poland",2020,1.7,"Intentional homicides","HOMIC"
"1142","POL","Poland",2021,1.7,"Intentional homicides","HOMIC"
"1143","PRT","Portugal",2012,151,"Motor vehicle theft","VEH_THEFT"
"1144","PRT","Portugal",2013,141.3,"Motor vehicle theft","VEH_THEFT"
"1145","PRT","Portugal",2011,9.28,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1146","PRT","Portugal",2012,6.95,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1147","PRT","Portugal",2013,7.38,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1148","PRT","Portugal",2014,7.95,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1149","PRT","Portugal",2015,7.74,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1150","PRT","Portugal",2016,7.23,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1151","PRT","Portugal",2017,8.05,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1152","PRT","Portugal",2018,7.81,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1153","PRT","Portugal",2010,9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1154","PRT","Portugal",2019,8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1155","PRT","Portugal",2020,6,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1156","PRT","Portugal",2021,7,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1157","PRT","Portugal",2022,6.9,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1158","PRT","Portugal",2011,1.1,"Intentional homicides","HOMIC"
"1159","PRT","Portugal",2012,1.2,"Intentional homicides","HOMIC"
"1160","PRT","Portugal",2013,1.4,"Intentional homicides","HOMIC"
"1161","PRT","Portugal",2019,0.7,"Intentional homicides","HOMIC"
"1162","PRT","Portugal",2022,0.7,"Intentional homicides","HOMIC"
"1163","PRT","Portugal",2023,0.7,"Intentional homicides","HOMIC"
"1164","PRT","Portugal",2010,192.1,"Motor vehicle theft","VEH_THEFT"
"1165","PRT","Portugal",2011,184.6,"Motor vehicle theft","VEH_THEFT"
"1166","PRT","Portugal",2014,131.7,"Motor vehicle theft","VEH_THEFT"
"1167","PRT","Portugal",2015,115.8,"Motor vehicle theft","VEH_THEFT"
"1168","PRT","Portugal",2016,111.3,"Motor vehicle theft","VEH_THEFT"
"1169","PRT","Portugal",2017,99.2,"Motor vehicle theft","VEH_THEFT"
"1170","PRT","Portugal",2018,95.4,"Motor vehicle theft","VEH_THEFT"
"1171","PRT","Portugal",2019,90.6,"Motor vehicle theft","VEH_THEFT"
"1172","PRT","Portugal",2020,83.6,"Motor vehicle theft","VEH_THEFT"
"1173","PRT","Portugal",2021,71.9,"Motor vehicle theft","VEH_THEFT"
"1174","PRT","Portugal",2022,77.3,"Motor vehicle theft","VEH_THEFT"
"1175","PRT","Portugal",2023,77.4,"Motor vehicle theft","VEH_THEFT"
"1176","PRT","Portugal",2010,1.2,"Intentional homicides","HOMIC"
"1177","PRT","Portugal",2014,0.9,"Intentional homicides","HOMIC"
"1178","PRT","Portugal",2015,1,"Intentional homicides","HOMIC"
"1179","PRT","Portugal",2016,0.6,"Intentional homicides","HOMIC"
"1180","PRT","Portugal",2017,0.7,"Intentional homicides","HOMIC"
"1181","PRT","Portugal",2018,0.8,"Intentional homicides","HOMIC"
"1182","PRT","Portugal",2020,0.8,"Intentional homicides","HOMIC"
"1183","PRT","Portugal",2021,0.8,"Intentional homicides","HOMIC"
"1184","ROU","Romania",2012,8.1,"Motor vehicle theft","VEH_THEFT"
"1185","ROU","Romania",2013,14.5,"Motor vehicle theft","VEH_THEFT"
"1186","ROU","Romania",2014,27.3,"Motor vehicle theft","VEH_THEFT"
"1187","ROU","Romania",2015,23.5,"Motor vehicle theft","VEH_THEFT"
"1188","ROU","Romania",2010,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1189","ROU","Romania",2011,13.29,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1190","ROU","Romania",2012,12.69,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1191","ROU","Romania",2013,12.04,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1192","ROU","Romania",2014,11.8,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1193","ROU","Romania",2015,11.77,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1194","ROU","Romania",2016,12.17,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1195","ROU","Romania",2017,12.51,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1196","ROU","Romania",2018,11.85,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1197","ROU","Romania",2016,1.3,"Intentional homicides","HOMIC"
"1198","ROU","Romania",2017,1.3,"Intentional homicides","HOMIC"
"1199","ROU","Romania",2018,1.4,"Intentional homicides","HOMIC"
"1200","ROU","Romania",2019,1.3,"Intentional homicides","HOMIC"
"1201","ROU","Romania",2020,1.3,"Intentional homicides","HOMIC"
"1202","ROU","Romania",2021,1,"Intentional homicides","HOMIC"
"1203","ROU","Romania",2022,0.9,"Intentional homicides","HOMIC"
"1204","ROU","Romania",2023,0.7,"Intentional homicides","HOMIC"
"1205","ROU","Romania",2016,6.9,"Motor vehicle theft","VEH_THEFT"
"1206","ROU","Romania",2017,14.9,"Motor vehicle theft","VEH_THEFT"
"1207","ROU","Romania",2018,10.7,"Motor vehicle theft","VEH_THEFT"
"1208","ROU","Romania",2019,10.2,"Motor vehicle theft","VEH_THEFT"
"1209","ROU","Romania",2020,8.7,"Motor vehicle theft","VEH_THEFT"
"1210","ROU","Romania",2021,6.2,"Motor vehicle theft","VEH_THEFT"
"1211","ROU","Romania",2022,8.7,"Motor vehicle theft","VEH_THEFT"
"1212","ROU","Romania",2023,14.9,"Motor vehicle theft","VEH_THEFT"
"1213","ROU","Romania",2010,2,"Intentional homicides","HOMIC"
"1214","ROU","Romania",2011,1.7,"Intentional homicides","HOMIC"
"1215","ROU","Romania",2012,1.9,"Intentional homicides","HOMIC"
"1216","ROU","Romania",2013,1.7,"Intentional homicides","HOMIC"
"1217","ROU","Romania",2014,1.5,"Intentional homicides","HOMIC"
"1218","ROU","Romania",2015,1.5,"Intentional homicides","HOMIC"
"1219","RUS","Russia",2010,29,"Motor vehicle theft","VEH_THEFT"
"1220","RUS","Russia",2011,30,"Motor vehicle theft","VEH_THEFT"
"1221","RUS","Russia",2012,28.5,"Motor vehicle theft","VEH_THEFT"
"1222","RUS","Russia",2013,26.1,"Motor vehicle theft","VEH_THEFT"
"1223","RUS","Russia",2014,23.6,"Motor vehicle theft","VEH_THEFT"
"1224","RUS","Russia",2015,20.5,"Motor vehicle theft","VEH_THEFT"
"1225","RUS","Russia",2016,16.6,"Motor vehicle theft","VEH_THEFT"
"1226","RUS","Russia",2017,15.4,"Motor vehicle theft","VEH_THEFT"
"1227","RUS","Russia",2018,13.3,"Motor vehicle theft","VEH_THEFT"
"1228","RUS","Russia",2019,12.9,"Motor vehicle theft","VEH_THEFT"
"1229","RUS","Russia",2020,11.8,"Motor vehicle theft","VEH_THEFT"
"1230","RUS","Russia",2010,20,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1231","RUS","Russia",2014,20,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1232","RUS","Russia",2011,21,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1233","RUS","Russia",2012,21,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1234","RUS","Russia",2013,20,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1235","RUS","Russia",2015,17,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1236","RUS","Russia",2016,15,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1237","RUS","Russia",2017,14,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1238","RUS","Russia",2018,13,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1239","RUS","Russia",2019,12,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1240","RUS","Russia",2010,10.9,"Intentional homicides","HOMIC"
"1241","RUS","Russia",2011,9.9,"Intentional homicides","HOMIC"
"1242","RUS","Russia",2012,9.2,"Intentional homicides","HOMIC"
"1243","RUS","Russia",2013,8.6,"Intentional homicides","HOMIC"
"1244","RUS","Russia",2014,8.2,"Intentional homicides","HOMIC"
"1245","RUS","Russia",2015,7.8,"Intentional homicides","HOMIC"
"1246","RUS","Russia",2016,7.1,"Intentional homicides","HOMIC"
"1247","RUS","Russia",2017,6.6,"Intentional homicides","HOMIC"
"1248","RUS","Russia",2018,5.8,"Intentional homicides","HOMIC"
"1249","RUS","Russia",2019,5.4,"Intentional homicides","HOMIC"
"1250","RUS","Russia",2020,5.2,"Intentional homicides","HOMIC"
"1251","SRB","Serbia",2011,10.44,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1252","SRB","Serbia",2012,9.35,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1253","SRB","Serbia",2013,8.49,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1254","SRB","Serbia",2014,7.62,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1255","SRB","Serbia",2015,8.02,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1256","SRB","Serbia",2016,7.42,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1257","SRB","Serbia",2017,8.47,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1258","SRB","Serbia",2018,8.15,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1259","SRB","Serbia",2010,1.6,"Intentional homicides","HOMIC"
"1260","SRB","Serbia",2011,1.6,"Intentional homicides","HOMIC"
"1261","SRB","Serbia",2012,1.5,"Intentional homicides","HOMIC"
"1262","SRB","Serbia",2013,1.8,"Intentional homicides","HOMIC"
"1263","SRB","Serbia",2014,1.6,"Intentional homicides","HOMIC"
"1264","SRB","Serbia",2015,1.3,"Intentional homicides","HOMIC"
"1265","SRB","Serbia",2016,1.5,"Intentional homicides","HOMIC"
"1266","SRB","Serbia",2017,1.1,"Intentional homicides","HOMIC"
"1267","SRB","Serbia",2018,1.5,"Intentional homicides","HOMIC"
"1268","SRB","Serbia",2019,1.1,"Intentional homicides","HOMIC"
"1269","SRB","Serbia",2020,1.1,"Intentional homicides","HOMIC"
"1270","SRB","Serbia",2021,1.1,"Intentional homicides","HOMIC"
"1271","SRB","Serbia",2022,1,"Intentional homicides","HOMIC"
"1272","SRB","Serbia",2023,1.2,"Intentional homicides","HOMIC"
"1273","SRB","Serbia",2010,28.9,"Motor vehicle theft","VEH_THEFT"
"1274","SRB","Serbia",2011,31.5,"Motor vehicle theft","VEH_THEFT"
"1275","SRB","Serbia",2012,26.8,"Motor vehicle theft","VEH_THEFT"
"1276","SRB","Serbia",2013,26.6,"Motor vehicle theft","VEH_THEFT"
"1277","SRB","Serbia",2014,24.6,"Motor vehicle theft","VEH_THEFT"
"1278","SRB","Serbia",2015,22,"Motor vehicle theft","VEH_THEFT"
"1279","SRB","Serbia",2016,20,"Motor vehicle theft","VEH_THEFT"
"1280","SRB","Serbia",2017,21,"Motor vehicle theft","VEH_THEFT"
"1281","SRB","Serbia",2018,17.5,"Motor vehicle theft","VEH_THEFT"
"1282","SRB","Serbia",2019,13.5,"Motor vehicle theft","VEH_THEFT"
"1283","SRB","Serbia",2020,10.3,"Motor vehicle theft","VEH_THEFT"
"1284","SRB","Serbia",2021,8.9,"Motor vehicle theft","VEH_THEFT"
"1285","SRB","Serbia",2022,8.5,"Motor vehicle theft","VEH_THEFT"
"1286","SRB","Serbia",2023,6.8,"Motor vehicle theft","VEH_THEFT"
"1287","SVK","Slovak Republic",2011,49.9,"Motor vehicle theft","VEH_THEFT"
"1288","SVK","Slovak Republic",2012,47.1,"Motor vehicle theft","VEH_THEFT"
"1289","SVK","Slovak Republic",2013,44.9,"Motor vehicle theft","VEH_THEFT"
"1290","SVK","Slovak Republic",2014,42.4,"Motor vehicle theft","VEH_THEFT"
"1291","SVK","Slovak Republic",2015,35.6,"Motor vehicle theft","VEH_THEFT"
"1292","SVK","Slovak Republic",2016,30.8,"Motor vehicle theft","VEH_THEFT"
"1293","SVK","Slovak Republic",2017,28,"Motor vehicle theft","VEH_THEFT"
"1294","SVK","Slovak Republic",2018,24.6,"Motor vehicle theft","VEH_THEFT"
"1295","SVK","Slovak Republic",2019,19.1,"Motor vehicle theft","VEH_THEFT"
"1296","SVK","Slovak Republic",2020,18,"Motor vehicle theft","VEH_THEFT"
"1297","SVK","Slovak Republic",2021,14.7,"Motor vehicle theft","VEH_THEFT"
"1298","SVK","Slovak Republic",2022,14.4,"Motor vehicle theft","VEH_THEFT"
"1299","SVK","Slovak Republic",2023,13.6,"Motor vehicle theft","VEH_THEFT"
"1300","SVK","Slovak Republic",2010,9.48255798538176,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1301","SVK","Slovak Republic",2011,8.55811665120525,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1302","SVK","Slovak Republic",2012,8.34014630206974,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1303","SVK","Slovak Republic",2013,6.94573689234616,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1304","SVK","Slovak Republic",2014,7.88019301490095,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1305","SVK","Slovak Republic",2015,8.24145357116288,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1306","SVK","Slovak Republic",2016,6.72092818780299,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1307","SVK","Slovak Republic",2017,6.93112620781079,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1308","SVK","Slovak Republic",2018,6.7746566520473,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1309","SVK","Slovak Republic",2019,7.3155343997879,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1310","SVK","Slovak Republic",2020,6.24676326983801,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1311","SVK","Slovak Republic",2021,5.99045459648868,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1312","SVK","Slovak Republic",2022,6.94067033988297,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1313","SVK","Slovak Republic",2023,6.63381759894684,"Mortality from transport accidents","MORT_ICDV_CRUDE_RATIO"
"1314","SVK","Slovak Republic",2023,1.1,"Intentional homicides","HOMIC"
"1315","SVK","Slovak Republic",2010,61.6,"Motor vehicle theft","VEH_THEFT"
"1316","SVK","Slovak Republic",2010,1.6,"Intentional homicides","HOMIC"
"1317","SVK","Slovak Republic",2011,1.8,"Intentional homicides","HOMIC"
"1318","SVK","Slovak Republic",2012,1.4,"Intentional homicides","HOMIC"
"1319","SVK","Slovak Republic",2013,1.4,"Intentional homicides","HOMIC"
"1320","SVK","Slovak Republic",2014,1.3,"Intentional homicides","HOMIC"
"1321","SVK","Slovak Republic",2015,0.9,"Intentional homicides","HOMIC"
"1322","SVK","Slovak Republic",2016,1.1,"Intentional homicides","HOMIC"
"1323","SVK","Slovak Republic",2017,1.5,"Intentional homicides","HOMIC"
"1324","SVK","Slovak Republic",2018,1.2,"Intentional homicides","HOMIC"
"1325","SVK","Slovak Republic",2019,1.4,"Intentional homicides","HOMIC"
"1326","SVK","Slovak Republic",2020,1.2,"Intentional homicides","HOMIC"
"1327","SVK","Slovak Republic",2021,1,"Intentional homicides","HOMIC"
"1328","SVK","Slovak Republic",2022,0.8,"Intentional homicides","HOMIC"
"1329","SVN","Slovenia",2010,25.4,"Motor vehicle theft","VEH_THEFT"
"1330","SVN","Slovenia",2011,48.8,"Motor vehicle theft","VEH_THEFT"
"1331","SVN","Slovenia",2012,51.9,"Motor vehicle theft","VEH_THEFT"
