"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_EL","Edu_attainment_lvl","ATTAINMENT_LEV"
"931","ISL","Iceland",2015,36.439964,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"932","ISL","Iceland",2015,26.582855,"Below upper secondary education","ISCED11A_0T2"
"933","ISL","Iceland",2015,36.97718,"Tertiary education","ISCED11A_5T8"
"934","ISL","Iceland",2019,34.990093,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"935","ISL","Iceland",2019,24.060982,"Below upper secondary education","ISCED11A_0T2"
"936","ISL","Iceland",2019,40.948925,"Tertiary education","ISCED11A_5T8"
"937","ISL","Iceland",2020,40.643898,"Tertiary education","ISCED11A_5T8"
"938","ISL","Iceland",2020,24.087782,"Below upper secondary education","ISCED11A_0T2"
"939","ISL","Iceland",2020,35.268318,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"940","ISL","Iceland",2021,35.507912,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"941","ISL","Iceland",2021,21.429537,"Below upper secondary education","ISCED11A_0T2"
"942","ISL","Iceland",2021,43.06255,"Tertiary education","ISCED11A_5T8"
"943","ISL","Iceland",2023,35.10569,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"944","ISL","Iceland",2023,20.43259621,"Below upper secondary education","ISCED11A_0T2"
"945","ISL","Iceland",2023,44.46171188,"Tertiary education","ISCED11A_5T8"
"946","ISL","Iceland",2022,43.56216812,"Tertiary education","ISCED11A_5T8"
"947","ISL","Iceland",2022,22.20175362,"Below upper secondary education","ISCED11A_0T2"
"948","ISL","Iceland",2022,34.23608017,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"949","IND","India",2011,18.10664,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"950","IND","India",2012,8.0050173,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"951","IND","India",2011,10.595189,"Tertiary education","ISCED11A_5T8"
"952","IND","India",2012,7.1028476,"Tertiary education","ISCED11A_5T8"
"953","IND","India",2011,71.298172,"Below upper secondary education","ISCED11A_0T2"
"954","IND","India",2012,84.892136,"Below upper secondary education","ISCED11A_0T2"
"955","IND","India",2018,8.709598541,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"956","IND","India",2018,79.35166931,"Below upper secondary education","ISCED11A_0T2"
"957","IND","India",2018,11.93873596,"Tertiary education","ISCED11A_5T8"
"958","IND","India",2019,12.63517094,"Tertiary education","ISCED11A_5T8"
"959","IND","India",2019,78.11251831,"Below upper secondary education","ISCED11A_0T2"
"960","IND","India",2019,9.184100151,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"961","IND","India",2020,9.580085754,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"962","IND","India",2020,76.97953033,"Below upper secondary education","ISCED11A_0T2"
"963","IND","India",2020,13.03940868,"Tertiary education","ISCED11A_5T8"
"964","IND","India",2021,13.1385107,"Tertiary education","ISCED11A_5T8"
"965","IND","India",2021,76.80143738,"Below upper secondary education","ISCED11A_0T2"
"966","IND","India",2021,9.695384979,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"967","IND","India",2023,14.24630547,"Tertiary education","ISCED11A_5T8"
"968","IND","India",2023,75.22858429,"Below upper secondary education","ISCED11A_0T2"
"969","IND","India",2023,10.52511024,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"970","IND","India",2022,9.38341713,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"971","IND","India",2022,77.6791687,"Below upper secondary education","ISCED11A_0T2"
"972","IND","India",2022,12.93741798,"Tertiary education","ISCED11A_5T8"
"973","IDN","Indonesia",2011,22.945271,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"974","IDN","Indonesia",2012,22.746614,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"975","IDN","Indonesia",2011,8.1564999,"Tertiary education","ISCED11A_5T8"
"976","IDN","Indonesia",2012,9.007103,"Tertiary education","ISCED11A_5T8"
"977","IDN","Indonesia",2011,68.898232,"Below upper secondary education","ISCED11A_0T2"
"978","IDN","Indonesia",2012,68.246284,"Below upper secondary education","ISCED11A_0T2"
"979","IDN","Indonesia",2013,67.267471,"Below upper secondary education","ISCED11A_0T2"
"980","IDN","Indonesia",2013,9.3885174,"Tertiary education","ISCED11A_5T8"
"981","IDN","Indonesia",2013,23.344013,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"982","IDN","Indonesia",2014,23.901196,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"983","IDN","Indonesia",2014,9.6783018,"Tertiary education","ISCED11A_5T8"
"984","IDN","Indonesia",2014,66.420502,"Below upper secondary education","ISCED11A_0T2"
"985","IDN","Indonesia",2018,26.84839249,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"986","IDN","Indonesia",2018,12.40138626,"Tertiary education","ISCED11A_5T8"
"987","IDN","Indonesia",2018,60.75022507,"Below upper secondary education","ISCED11A_0T2"
"988","IDN","Indonesia",2017,62.10264587,"Below upper secondary education","ISCED11A_0T2"
"989","IDN","Indonesia",2017,11.8575716,"Tertiary education","ISCED11A_5T8"
"990","IDN","Indonesia",2017,26.0397892,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"991","IDN","Indonesia",2016,25.68608856,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"992","IDN","Indonesia",2016,11.33754253,"Tertiary education","ISCED11A_5T8"
"993","IDN","Indonesia",2016,62.97538757,"Below upper secondary education","ISCED11A_0T2"
"994","IDN","Indonesia",2015,64.566017,"Below upper secondary education","ISCED11A_0T2"
"995","IDN","Indonesia",2015,10.567531,"Tertiary education","ISCED11A_5T8"
"996","IDN","Indonesia",2015,24.866451,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"997","IDN","Indonesia",2019,59.94701767,"Below upper secondary education","ISCED11A_0T2"
"998","IDN","Indonesia",2019,12.4145174,"Tertiary education","ISCED11A_5T8"
"999","IDN","Indonesia",2019,27.6384716,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1000","IDN","Indonesia",2020,28.55040169,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1001","IDN","Indonesia",2020,12.79949379,"Tertiary education","ISCED11A_5T8"
"1002","IDN","Indonesia",2020,58.6485672,"Below upper secondary education","ISCED11A_0T2"
"1003","IDN","Indonesia",2021,57.04705048,"Below upper secondary education","ISCED11A_0T2"
"1004","IDN","Indonesia",2021,13.17068005,"Tertiary education","ISCED11A_5T8"
"1005","IDN","Indonesia",2021,29.78227234,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1006","IDN","Indonesia",2022,29.67902946,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1007","IDN","Indonesia",2022,13.05759525,"Tertiary education","ISCED11A_5T8"
"1008","IDN","Indonesia",2022,57.26337814,"Below upper secondary education","ISCED11A_0T2"
"1009","IRL","Ireland",2014,21.187292,"Below upper secondary education","ISCED11A_0T2"
"1010","IRL","Ireland",2014,40.967049,"Tertiary education","ISCED11A_5T8"
"1011","IRL","Ireland",2014,37.845661,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1012","IRL","Ireland",2018,16.825432,"Below upper secondary education","ISCED11A_0T2"
"1013","IRL","Ireland",2018,46.935135,"Tertiary education","ISCED11A_5T8"
"1014","IRL","Ireland",2018,36.239433,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1015","IRL","Ireland",2017,36.346481,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1016","IRL","Ireland",2017,45.65897,"Tertiary education","ISCED11A_5T8"
"1017","IRL","Ireland",2017,17.994549,"Below upper secondary education","ISCED11A_0T2"
"1018","IRL","Ireland",2016,18.31505,"Below upper secondary education","ISCED11A_0T2"
"1019","IRL","Ireland",2016,45.104263,"Tertiary education","ISCED11A_5T8"
"1020","IRL","Ireland",2016,36.580685,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1021","IRL","Ireland",2015,37.011307,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1022","IRL","Ireland",2015,42.806118,"Tertiary education","ISCED11A_5T8"
"1023","IRL","Ireland",2015,20.182577,"Below upper secondary education","ISCED11A_0T2"
"1024","IRL","Ireland",2024,10.7301378250122,"Below upper secondary education","ISCED11A_0T2"
"1025","IRL","Ireland",2024,57.549488067627,"Tertiary education","ISCED11A_5T8"
"1026","IRL","Ireland",2024,31.7203750610352,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1027","IRL","Ireland",2019,36.350227,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1028","IRL","Ireland",2019,47.306835,"Tertiary education","ISCED11A_5T8"
"1029","IRL","Ireland",2019,16.342939,"Below upper secondary education","ISCED11A_0T2"
"1030","IRL","Ireland",2020,14.507091,"Below upper secondary education","ISCED11A_0T2"
"1031","IRL","Ireland",2020,49.943962,"Tertiary education","ISCED11A_5T8"
"1032","IRL","Ireland",2020,35.548946,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1033","IRL","Ireland",2021,33.525906,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1034","IRL","Ireland",2021,53.708744,"Tertiary education","ISCED11A_5T8"
"1035","IRL","Ireland",2021,12.765348,"Below upper secondary education","ISCED11A_0T2"
"1036","IRL","Ireland",2023,33.7101554870605,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1037","IRL","Ireland",2023,54.5440444946289,"Tertiary education","ISCED11A_5T8"
"1038","IRL","Ireland",2023,11.7457971572876,"Below upper secondary education","ISCED11A_0T2"
"1039","IRL","Ireland",2022,12.1539993286133,"Below upper secondary education","ISCED11A_0T2"
"1040","IRL","Ireland",2022,53.4525680541992,"Tertiary education","ISCED11A_5T8"
"1041","IRL","Ireland",2022,34.3934326171875,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1042","ISR","Israel",2014,14.64511,"Below upper secondary education","ISCED11A_0T2"
"1043","ISR","Israel",2014,48.53273,"Tertiary education","ISCED11A_5T8"
"1044","ISR","Israel",2014,36.822159,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1045","ISR","Israel",2018,13.634555,"Below upper secondary education","ISCED11A_0T2"
"1046","ISR","Israel",2018,50.201576,"Tertiary education","ISCED11A_5T8"
"1047","ISR","Israel",2018,36.163872,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1048","ISR","Israel",2017,36.458225,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1049","ISR","Israel",2017,50.91605,"Tertiary education","ISCED11A_5T8"
"1050","ISR","Israel",2017,12.625726,"Below upper secondary education","ISCED11A_0T2"
"1051","ISR","Israel",2016,13.231215,"Below upper secondary education","ISCED11A_0T2"
"1052","ISR","Israel",2016,49.895348,"Tertiary education","ISCED11A_5T8"
"1053","ISR","Israel",2016,36.87344,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1054","ISR","Israel",2015,36.710636,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1055","ISR","Israel",2015,48.824478,"Tertiary education","ISCED11A_5T8"
"1056","ISR","Israel",2015,14.464885,"Below upper secondary education","ISCED11A_0T2"
"1057","ISR","Israel",2024,12.2968511581421,"Below upper secondary education","ISCED11A_0T2"
"1058","ISR","Israel",2024,50.5391883850098,"Tertiary education","ISCED11A_5T8"
"1059","ISR","Israel",2024,37.1639595031738,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1060","ISR","Israel",2019,36.83321,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1061","ISR","Israel",2019,50.246292,"Tertiary education","ISCED11A_5T8"
"1062","ISR","Israel",2019,12.920499,"Below upper secondary education","ISCED11A_0T2"
"1063","ISR","Israel",2020,11.989373,"Below upper secondary education","ISCED11A_0T2"
"1064","ISR","Israel",2020,50.12072,"Tertiary education","ISCED11A_5T8"
"1065","ISR","Israel",2020,37.889904,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1066","ISR","Israel",2021,38.255859,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1067","ISR","Israel",2021,49.688583,"Tertiary education","ISCED11A_5T8"
"1068","ISR","Israel",2021,12.055555,"Below upper secondary education","ISCED11A_0T2"
"1069","ISR","Israel",2023,37.59568787,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1070","ISR","Israel",2023,50.33946991,"Tertiary education","ISCED11A_5T8"
"1071","ISR","Israel",2023,12.06484222,"Below upper secondary education","ISCED11A_0T2"
"1072","ISR","Israel",2022,11.81523991,"Below upper secondary education","ISCED11A_0T2"
"1073","ISR","Israel",2022,50.61956787,"Tertiary education","ISCED11A_5T8"
"1074","ISR","Israel",2022,37.56519318,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1075","ITA","Italy",2014,42.396198,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1076","ITA","Italy",2014,40.693222,"Below upper secondary education","ISCED11A_0T2"
"1077","ITA","Italy",2014,16.910578,"Tertiary education","ISCED11A_5T8"
"1078","ITA","Italy",2018,42.460869,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1079","ITA","Italy",2018,38.170338,"Below upper secondary education","ISCED11A_0T2"
"1080","ITA","Italy",2018,19.368793,"Tertiary education","ISCED11A_5T8"
"1081","ITA","Italy",2017,18.669672,"Tertiary education","ISCED11A_5T8"
"1082","ITA","Italy",2017,39.084484,"Below upper secondary education","ISCED11A_0T2"
"1083","ITA","Italy",2017,42.245842,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1084","ITA","Italy",2016,42.419556,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1085","ITA","Italy",2016,39.856853,"Below upper secondary education","ISCED11A_0T2"
"1086","ITA","Italy",2016,17.723593,"Tertiary education","ISCED11A_5T8"
"1087","ITA","Italy",2015,17.546457,"Tertiary education","ISCED11A_5T8"
"1088","ITA","Italy",2015,40.108776,"Below upper secondary education","ISCED11A_0T2"
"1089","ITA","Italy",2015,42.344765,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1090","ITA","Italy",2024,44.3975410461426,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1091","ITA","Italy",2024,33.2874336242676,"Below upper secondary education","ISCED11A_0T2"
"1092","ITA","Italy",2024,22.3150272369385,"Tertiary education","ISCED11A_5T8"
"1093","ITA","Italy",2019,19.695461,"Tertiary education","ISCED11A_5T8"
"1094","ITA","Italy",2019,37.743759,"Below upper secondary education","ISCED11A_0T2"
"1095","ITA","Italy",2019,42.560783,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1096","ITA","Italy",2020,42.582253,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1097","ITA","Italy",2020,37.430363,"Below upper secondary education","ISCED11A_0T2"
"1098","ITA","Italy",2020,19.987385,"Tertiary education","ISCED11A_5T8"
"1099","ITA","Italy",2021,19.983055,"Tertiary education","ISCED11A_5T8"
"1100","ITA","Italy",2021,37.293571,"Below upper secondary education","ISCED11A_0T2"
"1101","ITA","Italy",2021,42.72337,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1102","ITA","Italy",2023,21.58254433,"Tertiary education","ISCED11A_5T8"
"1103","ITA","Italy",2023,34.51665115,"Below upper secondary education","ISCED11A_0T2"
"1104","ITA","Italy",2023,43.90080643,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1105","ITA","Italy",2022,42.715874,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1106","ITA","Italy",2022,36.962048,"Below upper secondary education","ISCED11A_0T2"
"1107","ITA","Italy",2022,20.322079,"Tertiary education","ISCED11A_5T8"
"1108","KOR","Korea",2012,40.765228,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1109","KOR","Korea",2012,41.746613,"Tertiary education","ISCED11A_5T8"
"1110","KOR","Korea",2012,17.488157,"Below upper secondary education","ISCED11A_0T2"
"1111","KOR","Korea",2013,40.647007,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1112","KOR","Korea",2013,43.075195,"Tertiary education","ISCED11A_5T8"
"1113","KOR","Korea",2013,16.277796,"Below upper secondary education","ISCED11A_0T2"
"1114","KOR","Korea",2014,15.002967,"Below upper secondary education","ISCED11A_0T2"
"1115","KOR","Korea",2014,44.49865,"Tertiary education","ISCED11A_5T8"
"1116","KOR","Korea",2014,40.498386,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1117","KOR","Korea",2018,11.811645,"Below upper secondary education","ISCED11A_0T2"
"1118","KOR","Korea",2018,49.008511,"Tertiary education","ISCED11A_5T8"
"1119","KOR","Korea",2018,39.179844,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1120","KOR","Korea",2017,39.867115,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1121","KOR","Korea",2017,47.744724,"Tertiary education","ISCED11A_5T8"
"1122","KOR","Korea",2017,12.388158,"Below upper secondary education","ISCED11A_0T2"
"1123","KOR","Korea",2016,13.227958,"Below upper secondary education","ISCED11A_0T2"
"1124","KOR","Korea",2016,46.643951,"Tertiary education","ISCED11A_5T8"
"1125","KOR","Korea",2016,40.12809,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1126","KOR","Korea",2015,40.413925,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1127","KOR","Korea",2015,45.356678,"Tertiary education","ISCED11A_5T8"
"1128","KOR","Korea",2015,14.229398,"Below upper secondary education","ISCED11A_0T2"
"1129","KOR","Korea",2024,6.51391696929932,"Below upper secondary education","ISCED11A_0T2"
"1130","KOR","Korea",2024,56.181282043457,"Tertiary education","ISCED11A_5T8"
"1131","KOR","Korea",2024,37.304801940918,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1132","KOR","Korea",2019,38.698547,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1133","KOR","Korea",2019,50.03104,"Tertiary education","ISCED11A_5T8"
"1134","KOR","Korea",2019,11.27041,"Below upper secondary education","ISCED11A_0T2"
"1135","KOR","Korea",2020,10.643816,"Below upper secondary education","ISCED11A_0T2"
"1136","KOR","Korea",2020,50.708714,"Tertiary education","ISCED11A_5T8"
"1137","KOR","Korea",2020,38.647469,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1138","KOR","Korea",2021,38.624783,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1139","KOR","Korea",2021,51.707623,"Tertiary education","ISCED11A_5T8"
"1140","KOR","Korea",2021,9.6675959,"Below upper secondary education","ISCED11A_0T2"
"1141","KOR","Korea",2023,38.06003189,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1142","KOR","Korea",2023,54.51742172,"Tertiary education","ISCED11A_5T8"
"1143","KOR","Korea",2023,7.422547817,"Below upper secondary education","ISCED11A_0T2"
"1144","KOR","Korea",2022,8.768971443,"Below upper secondary education","ISCED11A_0T2"
"1145","KOR","Korea",2022,52.80226898,"Tertiary education","ISCED11A_5T8"
"1146","KOR","Korea",2022,38.42875671,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1147","LVA","Latvia",1998,65.670563,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1148","LVA","Latvia",1999,65.873207,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1149","LVA","Latvia",2000,65.022331,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1150","LVA","Latvia",2001,61.39608,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1151","LVA","Latvia",2002,63.225403,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1152","LVA","Latvia",2003,65.045273,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1153","LVA","Latvia",2004,64.536186,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1154","LVA","Latvia",2005,64.126892,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1155","LVA","Latvia",2006,63.209473,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1156","LVA","Latvia",2007,62.453861,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1157","LVA","Latvia",2008,61.03603,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1158","LVA","Latvia",2009,60.930115,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1159","LVA","Latvia",2010,61.657791,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1160","LVA","Latvia",2011,60.244511,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1161","LVA","Latvia",2012,59.87561,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1162","LVA","Latvia",1998,17.193325,"Tertiary education","ISCED11A_5T8"
"1163","LVA","Latvia",1999,17.785416,"Tertiary education","ISCED11A_5T8"
"1164","LVA","Latvia",2000,18.218046,"Tertiary education","ISCED11A_5T8"
"1165","LVA","Latvia",2001,17.809738,"Tertiary education","ISCED11A_5T8"
"1166","LVA","Latvia",2002,18.869808,"Tertiary education","ISCED11A_5T8"
"1167","LVA","Latvia",2003,17.920399,"Tertiary education","ISCED11A_5T8"
"1168","LVA","Latvia",2004,19.785511,"Tertiary education","ISCED11A_5T8"
"1169","LVA","Latvia",2005,20.293005,"Tertiary education","ISCED11A_5T8"
"1170","LVA","Latvia",2006,20.919746,"Tertiary education","ISCED11A_5T8"
"1171","LVA","Latvia",2007,22.18199,"Tertiary education","ISCED11A_5T8"
"1172","LVA","Latvia",2008,24.822483,"Tertiary education","ISCED11A_5T8"
"1173","LVA","Latvia",2009,25.846195,"Tertiary education","ISCED11A_5T8"
"1174","LVA","Latvia",2010,26.946114,"Tertiary education","ISCED11A_5T8"
"1175","LVA","Latvia",2011,27.69327,"Tertiary education","ISCED11A_5T8"
"1176","LVA","Latvia",2012,29.227177,"Tertiary education","ISCED11A_5T8"
"1177","LVA","Latvia",1998,17.136116,"Below upper secondary education","ISCED11A_0T2"
"1178","LVA","Latvia",1999,16.341381,"Below upper secondary education","ISCED11A_0T2"
"1179","LVA","Latvia",2000,16.759621,"Below upper secondary education","ISCED11A_0T2"
"1180","LVA","Latvia",2001,20.794182,"Below upper secondary education","ISCED11A_0T2"
"1181","LVA","Latvia",2002,17.904789,"Below upper secondary education","ISCED11A_0T2"
"1182","LVA","Latvia",2003,17.03433,"Below upper secondary education","ISCED11A_0T2"
"1183","LVA","Latvia",2004,15.678306,"Below upper secondary education","ISCED11A_0T2"
"1184","LVA","Latvia",2005,15.580102,"Below upper secondary education","ISCED11A_0T2"
"1185","LVA","Latvia",2006,15.870779,"Below upper secondary education","ISCED11A_0T2"
"1186","LVA","Latvia",2007,15.36415,"Below upper secondary education","ISCED11A_0T2"
"1187","LVA","Latvia",2008,14.141485,"Below upper secondary education","ISCED11A_0T2"
"1188","LVA","Latvia",2009,13.22369,"Below upper secondary education","ISCED11A_0T2"
"1189","LVA","Latvia",2010,11.396096,"Below upper secondary education","ISCED11A_0T2"
"1190","LVA","Latvia",2011,12.062219,"Below upper secondary education","ISCED11A_0T2"
"1191","LVA","Latvia",2012,10.897214,"Below upper secondary education","ISCED11A_0T2"
"1192","LVA","Latvia",2013,58.342381,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1193","LVA","Latvia",2013,10.645624,"Below upper secondary education","ISCED11A_0T2"
"1194","LVA","Latvia",2013,31.011995,"Tertiary education","ISCED11A_5T8"
"1195","LVA","Latvia",2014,30.230137,"Tertiary education","ISCED11A_5T8"
"1196","LVA","Latvia",2014,13.338798,"Below upper secondary education","ISCED11A_0T2"
"1197","LVA","Latvia",2014,56.431065,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1198","LVA","Latvia",2018,33.939289,"Tertiary education","ISCED11A_5T8"
"1199","LVA","Latvia",2018,12.368318,"Below upper secondary education","ISCED11A_0T2"
"1200","LVA","Latvia",2018,53.692394,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1201","LVA","Latvia",2017,53.725826,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1202","LVA","Latvia",2017,12.391879,"Below upper secondary education","ISCED11A_0T2"
"1203","LVA","Latvia",2017,33.882294,"Tertiary education","ISCED11A_5T8"
"1204","LVA","Latvia",2016,33.361481,"Tertiary education","ISCED11A_5T8"
"1205","LVA","Latvia",2016,11.318077,"Below upper secondary education","ISCED11A_0T2"
"1206","LVA","Latvia",2016,55.320442,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1207","LVA","Latvia",2015,56.190098,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1208","LVA","Latvia",2015,12.217953,"Below upper secondary education","ISCED11A_0T2"
"1209","LVA","Latvia",2015,31.591949,"Tertiary education","ISCED11A_5T8"
"1210","LVA","Latvia",2024,40.4566078186035,"Tertiary education","ISCED11A_5T8"
"1211","LVA","Latvia",2024,10.6648674011231,"Below upper secondary education","ISCED11A_0T2"
"1212","LVA","Latvia",2024,48.8785247802734,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1213","LVA","Latvia",2019,52.727459,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1214","LVA","Latvia",2019,11.564806,"Below upper secondary education","ISCED11A_0T2"
"1215","LVA","Latvia",2019,35.707733,"Tertiary education","ISCED11A_5T8"
"1216","LVA","Latvia",2020,37.833885,"Tertiary education","ISCED11A_5T8"
"1217","LVA","Latvia",2020,10.527256,"Below upper secondary education","ISCED11A_0T2"
"1218","LVA","Latvia",2020,51.638859,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1219","LVA","Latvia",2021,50.393284,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1220","LVA","Latvia",2021,10.605479,"Below upper secondary education","ISCED11A_0T2"
"1221","LVA","Latvia",2021,39.00124,"Tertiary education","ISCED11A_5T8"
"1222","LVA","Latvia",2023,49.70430756,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1223","LVA","Latvia",2023,11.11183739,"Below upper secondary education","ISCED11A_0T2"
"1224","LVA","Latvia",2023,39.18385696,"Tertiary education","ISCED11A_5T8"
"1225","LVA","Latvia",2022,39.4673,"Tertiary education","ISCED11A_5T8"
"1226","LVA","Latvia",2022,10.818428,"Below upper secondary education","ISCED11A_0T2"
"1227","LVA","Latvia",2022,49.714275,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1228","LTU","Lithuania",2014,36.668087,"Tertiary education","ISCED11A_5T8"
"1229","LTU","Lithuania",2014,8.8240929,"Below upper secondary education","ISCED11A_0T2"
"1230","LTU","Lithuania",2014,54.50782,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1231","LTU","Lithuania",2018,41.654594,"Tertiary education","ISCED11A_5T8"
"1232","LTU","Lithuania",2018,7.0224643,"Below upper secondary education","ISCED11A_0T2"
"1233","LTU","Lithuania",2018,51.322941,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
"1234","LTU","Lithuania",2017,52.554096,"Upper secondary or post-secondary non-tertiary education","ISCED11A_3_4"
