"","REF_AREA","Reference_area","TIME_PERIOD","OBS_VALUE_PHS","Health_status","HEALTH_STATUS"
"1292","PRT","Portugal",2018,35.2,"Fair (not good, not bad) health","F"
"1293","PRT","Portugal",2019,34.8,"Fair (not good, not bad) health","F"
"1294","PRT","Portugal",2020,35.5,"Fair (not good, not bad) health","F"
"1295","PRT","Portugal",2021,36.6,"Fair (not good, not bad) health","F"
"1296","PRT","Portugal",2022,37.4,"Fair (not good, not bad) health","F"
"1297","PRT","Portugal",2023,35.5,"Fair (not good, not bad) health","F"
"1298","PRT","Portugal",2007,19,"Bad/very bad health","B"
"1299","PRT","Portugal",2008,19.6,"Bad/very bad health","B"
"1300","PRT","Portugal",2009,19.5,"Bad/very bad health","B"
"1301","PRT","Portugal",2010,20.3,"Bad/very bad health","B"
"1302","PRT","Portugal",2011,18,"Bad/very bad health","B"
"1303","PRT","Portugal",2012,18.2,"Bad/very bad health","B"
"1304","PRT","Portugal",2013,18.6,"Bad/very bad health","B"
"1305","PRT","Portugal",2014,18.3,"Bad/very bad health","B"
"1306","PRT","Portugal",2015,18,"Bad/very bad health","B"
"1307","PRT","Portugal",2016,15.9,"Bad/very bad health","B"
"1308","PRT","Portugal",2017,15.3,"Bad/very bad health","B"
"1309","PRT","Portugal",2018,15.5,"Bad/very bad health","B"
"1310","PRT","Portugal",2019,15.2,"Bad/very bad health","B"
"1311","PRT","Portugal",2020,13.3,"Bad/very bad health","B"
"1312","PRT","Portugal",2021,13.3,"Bad/very bad health","B"
"1313","PRT","Portugal",2022,13.2,"Bad/very bad health","B"
"1314","PRT","Portugal",2023,13.5,"Bad/very bad health","B"
"1315","ROU","Romania",2008,68.3,"Good/very good health","G"
"1316","ROU","Romania",2009,68.2,"Good/very good health","G"
"1317","ROU","Romania",2010,68.6,"Good/very good health","G"
"1318","ROU","Romania",2011,67.9,"Good/very good health","G"
"1319","ROU","Romania",2012,68.2,"Good/very good health","G"
"1320","ROU","Romania",2013,68.8,"Good/very good health","G"
"1321","ROU","Romania",2014,69.1,"Good/very good health","G"
"1322","ROU","Romania",2015,69.9,"Good/very good health","G"
"1323","ROU","Romania",2016,70.4,"Good/very good health","G"
"1324","ROU","Romania",2017,70.9,"Good/very good health","G"
"1325","ROU","Romania",2018,70.6,"Good/very good health","G"
"1326","ROU","Romania",2019,71.2,"Good/very good health","G"
"1327","ROU","Romania",2020,73,"Good/very good health","G"
"1328","ROU","Romania",2021,72.8,"Good/very good health","G"
"1329","ROU","Romania",2022,73.2,"Good/very good health","G"
"1330","ROU","Romania",2023,72,"Good/very good health","G"
"1331","ROU","Romania",2008,22.8,"Fair (not good, not bad) health","F"
"1332","ROU","Romania",2009,22.5,"Fair (not good, not bad) health","F"
"1333","ROU","Romania",2010,21.8,"Fair (not good, not bad) health","F"
"1334","ROU","Romania",2011,22.4,"Fair (not good, not bad) health","F"
"1335","ROU","Romania",2012,21.6,"Fair (not good, not bad) health","F"
"1336","ROU","Romania",2013,21.4,"Fair (not good, not bad) health","F"
"1337","ROU","Romania",2014,21.6,"Fair (not good, not bad) health","F"
"1338","ROU","Romania",2015,21.6,"Fair (not good, not bad) health","F"
"1339","ROU","Romania",2016,22.3,"Fair (not good, not bad) health","F"
"1340","ROU","Romania",2017,21.8,"Fair (not good, not bad) health","F"
"1341","ROU","Romania",2018,22.3,"Fair (not good, not bad) health","F"
"1342","ROU","Romania",2019,21.6,"Fair (not good, not bad) health","F"
"1343","ROU","Romania",2020,19.7,"Fair (not good, not bad) health","F"
"1344","ROU","Romania",2021,19.8,"Fair (not good, not bad) health","F"
"1345","ROU","Romania",2022,20,"Fair (not good, not bad) health","F"
"1346","ROU","Romania",2023,21.2,"Fair (not good, not bad) health","F"
"1347","ROU","Romania",2008,8.9,"Bad/very bad health","B"
"1348","ROU","Romania",2009,9.3,"Bad/very bad health","B"
"1349","ROU","Romania",2010,9.6,"Bad/very bad health","B"
"1350","ROU","Romania",2011,9.7,"Bad/very bad health","B"
"1351","ROU","Romania",2012,10.2,"Bad/very bad health","B"
"1352","ROU","Romania",2013,9.8,"Bad/very bad health","B"
"1353","ROU","Romania",2014,9.3,"Bad/very bad health","B"
"1354","ROU","Romania",2015,8.5,"Bad/very bad health","B"
"1355","ROU","Romania",2016,7.2,"Bad/very bad health","B"
"1356","ROU","Romania",2017,7.3,"Bad/very bad health","B"
"1357","ROU","Romania",2018,7.1,"Bad/very bad health","B"
"1358","ROU","Romania",2019,7.3,"Bad/very bad health","B"
"1359","ROU","Romania",2020,7.3,"Bad/very bad health","B"
"1360","ROU","Romania",2021,7.4,"Bad/very bad health","B"
"1361","ROU","Romania",2022,6.8,"Bad/very bad health","B"
"1362","ROU","Romania",2023,6.7,"Bad/very bad health","B"
"1363","SVK","Slovak Republic",2007,52.9,"Good/very good health","G"
"1364","SVK","Slovak Republic",2008,59.6,"Good/very good health","G"
"1365","SVK","Slovak Republic",2009,61.9,"Good/very good health","G"
"1366","SVK","Slovak Republic",2010,63.5,"Good/very good health","G"
"1367","SVK","Slovak Republic",2011,63.2,"Good/very good health","G"
"1368","SVK","Slovak Republic",2012,65.7,"Good/very good health","G"
"1369","SVK","Slovak Republic",2013,65.9,"Good/very good health","G"
"1370","SVK","Slovak Republic",2014,64.7,"Good/very good health","G"
"1371","SVK","Slovak Republic",2015,65.9,"Good/very good health","G"
"1372","SVK","Slovak Republic",2016,66.3,"Good/very good health","G"
"1373","SVK","Slovak Republic",2017,67,"Good/very good health","G"
"1374","SVK","Slovak Republic",2018,66.6,"Good/very good health","G"
"1375","SVK","Slovak Republic",2019,65.1,"Good/very good health","G"
"1376","SVK","Slovak Republic",2020,65.1,"Good/very good health","G"
"1377","SVK","Slovak Republic",2021,65.1,"Good/very good health","G"
"1378","SVK","Slovak Republic",2022,66.1,"Good/very good health","G"
"1379","SVK","Slovak Republic",2023,67.8,"Good/very good health","G"
"1380","SVK","Slovak Republic",2007,29.3,"Fair (not good, not bad) health","F"
"1381","SVK","Slovak Republic",2008,24.6,"Fair (not good, not bad) health","F"
"1382","SVK","Slovak Republic",2009,23.4,"Fair (not good, not bad) health","F"
"1383","SVK","Slovak Republic",2010,22.6,"Fair (not good, not bad) health","F"
"1384","SVK","Slovak Republic",2011,23.3,"Fair (not good, not bad) health","F"
"1385","SVK","Slovak Republic",2012,21.7,"Fair (not good, not bad) health","F"
"1386","SVK","Slovak Republic",2013,22.2,"Fair (not good, not bad) health","F"
"1387","SVK","Slovak Republic",2014,22.6,"Fair (not good, not bad) health","F"
"1388","SVK","Slovak Republic",2015,21.8,"Fair (not good, not bad) health","F"
"1389","SVK","Slovak Republic",2016,21.9,"Fair (not good, not bad) health","F"
"1390","SVK","Slovak Republic",2017,21.8,"Fair (not good, not bad) health","F"
"1391","SVK","Slovak Republic",2018,21.4,"Fair (not good, not bad) health","F"
"1392","SVK","Slovak Republic",2019,22.4,"Fair (not good, not bad) health","F"
"1393","SVK","Slovak Republic",2020,21.7,"Fair (not good, not bad) health","F"
"1394","SVK","Slovak Republic",2021,21.7,"Fair (not good, not bad) health","F"
"1395","SVK","Slovak Republic",2022,21.7,"Fair (not good, not bad) health","F"
"1396","SVK","Slovak Republic",2023,20.6,"Fair (not good, not bad) health","F"
"1397","SVK","Slovak Republic",2007,17.8,"Bad/very bad health","B"
"1398","SVK","Slovak Republic",2008,15.8,"Bad/very bad health","B"
"1399","SVK","Slovak Republic",2009,14.7,"Bad/very bad health","B"
"1400","SVK","Slovak Republic",2010,13.8,"Bad/very bad health","B"
"1401","SVK","Slovak Republic",2011,13.5,"Bad/very bad health","B"
"1402","SVK","Slovak Republic",2012,12.6,"Bad/very bad health","B"
"1403","SVK","Slovak Republic",2013,11.9,"Bad/very bad health","B"
"1404","SVK","Slovak Republic",2014,12.7,"Bad/very bad health","B"
"1405","SVK","Slovak Republic",2015,12.3,"Bad/very bad health","B"
"1406","SVK","Slovak Republic",2016,11.8,"Bad/very bad health","B"
"1407","SVK","Slovak Republic",2017,11.3,"Bad/very bad health","B"
"1408","SVK","Slovak Republic",2018,12,"Bad/very bad health","B"
"1409","SVK","Slovak Republic",2019,12.6,"Bad/very bad health","B"
"1410","SVK","Slovak Republic",2020,13.2,"Bad/very bad health","B"
"1411","SVK","Slovak Republic",2021,13.2,"Bad/very bad health","B"
"1412","SVK","Slovak Republic",2022,12.3,"Bad/very bad health","B"
"1413","SVK","Slovak Republic",2023,11.5,"Bad/very bad health","B"
"1414","SVN","Slovenia",2007,57.8,"Good/very good health","G"
"1415","SVN","Slovenia",2008,58.8,"Good/very good health","G"
"1416","SVN","Slovenia",2009,59.7,"Good/very good health","G"
"1417","SVN","Slovenia",2010,59.6,"Good/very good health","G"
"1418","SVN","Slovenia",2011,60.4,"Good/very good health","G"
"1419","SVN","Slovenia",2012,63.1,"Good/very good health","G"
"1420","SVN","Slovenia",2013,64.8,"Good/very good health","G"
"1421","SVN","Slovenia",2014,64.8,"Good/very good health","G"
"1422","SVN","Slovenia",2015,64.8,"Good/very good health","G"
"1423","SVN","Slovenia",2016,64.4,"Good/very good health","G"
"1424","SVN","Slovenia",2017,65.3,"Good/very good health","G"
"1425","SVN","Slovenia",2018,65.4,"Good/very good health","G"
"1426","SVN","Slovenia",2019,66.6,"Good/very good health","G"
"1427","SVN","Slovenia",2020,67.1,"Good/very good health","G"
"1428","SVN","Slovenia",2021,69.1,"Good/very good health","G"
"1429","SVN","Slovenia",2022,67.7,"Good/very good health","G"
"1430","SVN","Slovenia",2023,65.6,"Good/very good health","G"
"1431","SVN","Slovenia",2007,27.7,"Fair (not good, not bad) health","F"
"1432","SVN","Slovenia",2008,27,"Fair (not good, not bad) health","F"
"1433","SVN","Slovenia",2009,27,"Fair (not good, not bad) health","F"
"1434","SVN","Slovenia",2010,27.1,"Fair (not good, not bad) health","F"
"1435","SVN","Slovenia",2011,26.3,"Fair (not good, not bad) health","F"
"1436","SVN","Slovenia",2012,24.4,"Fair (not good, not bad) health","F"
"1437","SVN","Slovenia",2013,24.5,"Fair (not good, not bad) health","F"
"1438","SVN","Slovenia",2014,24.2,"Fair (not good, not bad) health","F"
"1439","SVN","Slovenia",2015,23.6,"Fair (not good, not bad) health","F"
"1440","SVN","Slovenia",2016,25.6,"Fair (not good, not bad) health","F"
"1441","SVN","Slovenia",2017,25,"Fair (not good, not bad) health","F"
"1442","SVN","Slovenia",2018,24.9,"Fair (not good, not bad) health","F"
"1443","SVN","Slovenia",2019,23.7,"Fair (not good, not bad) health","F"
"1444","SVN","Slovenia",2020,23.4,"Fair (not good, not bad) health","F"
"1445","SVN","Slovenia",2021,22.6,"Fair (not good, not bad) health","F"
"1446","SVN","Slovenia",2022,25.4,"Fair (not good, not bad) health","F"
"1447","SVN","Slovenia",2023,25.2,"Fair (not good, not bad) health","F"
"1448","SVN","Slovenia",2007,14.5,"Bad/very bad health","B"
"1449","SVN","Slovenia",2008,14.2,"Bad/very bad health","B"
"1450","SVN","Slovenia",2009,13.3,"Bad/very bad health","B"
"1451","SVN","Slovenia",2010,13.3,"Bad/very bad health","B"
"1452","SVN","Slovenia",2011,13.3,"Bad/very bad health","B"
"1453","SVN","Slovenia",2012,12.5,"Bad/very bad health","B"
"1454","SVN","Slovenia",2013,10.7,"Bad/very bad health","B"
"1455","SVN","Slovenia",2014,11,"Bad/very bad health","B"
"1456","SVN","Slovenia",2015,11.6,"Bad/very bad health","B"
"1457","SVN","Slovenia",2016,10,"Bad/very bad health","B"
"1458","SVN","Slovenia",2017,9.7,"Bad/very bad health","B"
"1459","SVN","Slovenia",2018,9.7,"Bad/very bad health","B"
"1460","SVN","Slovenia",2019,9.6,"Bad/very bad health","B"
"1461","SVN","Slovenia",2020,9.5,"Bad/very bad health","B"
"1462","SVN","Slovenia",2021,8.3,"Bad/very bad health","B"
"1463","SVN","Slovenia",2022,6.9,"Bad/very bad health","B"
"1464","SVN","Slovenia",2023,9.2,"Bad/very bad health","B"
"1465","ESP","Spain",2007,67.5,"Good/very good health","G"
"1466","ESP","Spain",2008,72.4,"Good/very good health","G"
"1467","ESP","Spain",2009,70.6,"Good/very good health","G"
"1468","ESP","Spain",2010,71.8,"Good/very good health","G"
"1469","ESP","Spain",2011,75.3,"Good/very good health","G"
"1470","ESP","Spain",2012,74.3,"Good/very good health","G"
"1471","ESP","Spain",2013,71.6,"Good/very good health","G"
"1472","ESP","Spain",2014,72.6,"Good/very good health","G"
"1473","ESP","Spain",2015,72.4,"Good/very good health","G"
"1474","ESP","Spain",2016,72.4,"Good/very good health","G"
"1475","ESP","Spain",2017,74.2,"Good/very good health","G"
"1476","ESP","Spain",2018,73.6,"Good/very good health","G"
"1477","ESP","Spain",2019,75.2,"Good/very good health","G"
"1478","ESP","Spain",2020,73,"Good/very good health","G"
"1479","ESP","Spain",2021,71.1,"Good/very good health","G"
"1480","ESP","Spain",2022,70.1,"Good/very good health","G"
"1481","ESP","Spain",2023,70.1,"Good/very good health","G"
"1482","ESP","Spain",2007,20.9,"Fair (not good, not bad) health","F"
"1483","ESP","Spain",2008,19.6,"Fair (not good, not bad) health","F"
"1484","ESP","Spain",2009,20.8,"Fair (not good, not bad) health","F"
"1485","ESP","Spain",2010,20.1,"Fair (not good, not bad) health","F"
"1486","ESP","Spain",2011,17.2,"Fair (not good, not bad) health","F"
"1487","ESP","Spain",2012,17.6,"Fair (not good, not bad) health","F"
"1488","ESP","Spain",2013,19.9,"Fair (not good, not bad) health","F"
"1489","ESP","Spain",2014,19.1,"Fair (not good, not bad) health","F"
"1490","ESP","Spain",2015,20.2,"Fair (not good, not bad) health","F"
"1491","ESP","Spain",2016,20.6,"Fair (not good, not bad) health","F"
"1492","ESP","Spain",2017,19.2,"Fair (not good, not bad) health","F"
"1493","ESP","Spain",2018,19.1,"Fair (not good, not bad) health","F"
"1494","ESP","Spain",2019,17.6,"Fair (not good, not bad) health","F"
"1495","ESP","Spain",2020,20.4,"Fair (not good, not bad) health","F"
"1496","ESP","Spain",2021,21.2,"Fair (not good, not bad) health","F"
"1497","ESP","Spain",2022,22.8,"Fair (not good, not bad) health","F"
"1498","ESP","Spain",2023,22.7,"Fair (not good, not bad) health","F"
"1499","ESP","Spain",2007,11.7,"Bad/very bad health","B"
"1500","ESP","Spain",2008,8,"Bad/very bad health","B"
"1501","ESP","Spain",2009,8.6,"Bad/very bad health","B"
"1502","ESP","Spain",2010,8.1,"Bad/very bad health","B"
"1503","ESP","Spain",2011,7.4,"Bad/very bad health","B"
"1504","ESP","Spain",2012,8.1,"Bad/very bad health","B"
"1505","ESP","Spain",2013,8.4,"Bad/very bad health","B"
"1506","ESP","Spain",2014,8.3,"Bad/very bad health","B"
"1507","ESP","Spain",2015,7.5,"Bad/very bad health","B"
"1508","ESP","Spain",2016,7,"Bad/very bad health","B"
"1509","ESP","Spain",2017,6.6,"Bad/very bad health","B"
"1510","ESP","Spain",2018,7.4,"Bad/very bad health","B"
"1511","ESP","Spain",2019,7.2,"Bad/very bad health","B"
"1512","ESP","Spain",2020,6.6,"Bad/very bad health","B"
"1513","ESP","Spain",2021,7.7,"Bad/very bad health","B"
"1514","ESP","Spain",2022,7.2,"Bad/very bad health","B"
"1515","ESP","Spain",2023,7.2,"Bad/very bad health","B"
"1516","SWE","Sweden",2007,77.6,"Good/very good health","G"
"1517","SWE","Sweden",2008,76.9,"Good/very good health","G"
"1518","SWE","Sweden",2009,78.4,"Good/very good health","G"
"1519","SWE","Sweden",2010,78.4,"Good/very good health","G"
"1520","SWE","Sweden",2011,78.5,"Good/very good health","G"
"1521","SWE","Sweden",2012,79.6,"Good/very good health","G"
"1522","SWE","Sweden",2013,79.8,"Good/very good health","G"
"1523","SWE","Sweden",2014,78.6,"Good/very good health","G"
"1524","SWE","Sweden",2015,77.7,"Good/very good health","G"
"1525","SWE","Sweden",2016,75,"Good/very good health","G"
"1526","SWE","Sweden",2017,76.5,"Good/very good health","G"
"1527","SWE","Sweden",2018,76.1,"Good/very good health","G"
"1528","SWE","Sweden",2019,76,"Good/very good health","G"
"1529","SWE","Sweden",2020,76.5,"Good/very good health","G"
"1530","SWE","Sweden",2021,72.3,"Good/very good health","G"
"1531","SWE","Sweden",2022,66.8,"Good/very good health","G"
"1532","SWE","Sweden",2023,67.1,"Good/very good health","G"
"1533","SWE","Sweden",2007,17.2,"Fair (not good, not bad) health","F"
"1534","SWE","Sweden",2008,17.3,"Fair (not good, not bad) health","F"
"1535","SWE","Sweden",2009,15.9,"Fair (not good, not bad) health","F"
"1536","SWE","Sweden",2010,16.2,"Fair (not good, not bad) health","F"
"1537","SWE","Sweden",2011,16.1,"Fair (not good, not bad) health","F"
"1538","SWE","Sweden",2012,15.5,"Fair (not good, not bad) health","F"
"1539","SWE","Sweden",2013,15.6,"Fair (not good, not bad) health","F"
"1540","SWE","Sweden",2014,16.8,"Fair (not good, not bad) health","F"
"1541","SWE","Sweden",2015,17.8,"Fair (not good, not bad) health","F"
"1542","SWE","Sweden",2016,19.4,"Fair (not good, not bad) health","F"
"1543","SWE","Sweden",2017,17.8,"Fair (not good, not bad) health","F"
"1544","SWE","Sweden",2018,18.2,"Fair (not good, not bad) health","F"
"1545","SWE","Sweden",2019,18.9,"Fair (not good, not bad) health","F"
"1546","SWE","Sweden",2020,18.2,"Fair (not good, not bad) health","F"
"1547","SWE","Sweden",2021,21.2,"Fair (not good, not bad) health","F"
"1548","SWE","Sweden",2022,25.6,"Fair (not good, not bad) health","F"
"1549","SWE","Sweden",2023,25.1,"Fair (not good, not bad) health","F"
"1550","SWE","Sweden",2007,5.2,"Bad/very bad health","B"
"1551","SWE","Sweden",2008,5.8,"Bad/very bad health","B"
"1552","SWE","Sweden",2009,5.7,"Bad/very bad health","B"
"1553","SWE","Sweden",2010,5.4,"Bad/very bad health","B"
"1554","SWE","Sweden",2011,5.4,"Bad/very bad health","B"
"1555","SWE","Sweden",2012,4.9,"Bad/very bad health","B"
"1556","SWE","Sweden",2013,4.6,"Bad/very bad health","B"
"1557","SWE","Sweden",2014,4.6,"Bad/very bad health","B"
"1558","SWE","Sweden",2015,4.5,"Bad/very bad health","B"
"1559","SWE","Sweden",2016,5.6,"Bad/very bad health","B"
"1560","SWE","Sweden",2017,5.7,"Bad/very bad health","B"
"1561","SWE","Sweden",2018,5.7,"Bad/very bad health","B"
"1562","SWE","Sweden",2019,5.1,"Bad/very bad health","B"
"1563","SWE","Sweden",2020,5.2,"Bad/very bad health","B"
"1564","SWE","Sweden",2021,6.4,"Bad/very bad health","B"
"1565","SWE","Sweden",2022,7.6,"Bad/very bad health","B"
"1566","SWE","Sweden",2023,7.8,"Bad/very bad health","B"
"1567","CHE","Switzerland",2007,84,"Good/very good health","G"
"1568","CHE","Switzerland",2008,81.3,"Good/very good health","G"
"1569","CHE","Switzerland",2009,80.9,"Good/very good health","G"
"1570","CHE","Switzerland",2010,81.5,"Good/very good health","G"
"1571","CHE","Switzerland",2011,81.2,"Good/very good health","G"
"1572","CHE","Switzerland",2012,81.9,"Good/very good health","G"
"1573","CHE","Switzerland",2013,80.7,"Good/very good health","G"
"1574","CHE","Switzerland",2014,78.5,"Good/very good health","G"
"1575","CHE","Switzerland",2015,79.7,"Good/very good health","G"
"1576","CHE","Switzerland",2016,77.6,"Good/very good health","G"
"1577","CHE","Switzerland",2017,80.2,"Good/very good health","G"
"1578","CHE","Switzerland",2018,80.7,"Good/very good health","G"
"1579","CHE","Switzerland",2019,81.2,"Good/very good health","G"
"1580","CHE","Switzerland",2020,83.3,"Good/very good health","G"
"1581","CHE","Switzerland",2021,81.9,"Good/very good health","G"
"1582","CHE","Switzerland",2022,80.2,"Good/very good health","G"
"1583","CHE","Switzerland",2023,79.3,"Good/very good health","G"
"1584","CHE","Switzerland",2007,11.9,"Fair (not good, not bad) health","F"
"1585","CHE","Switzerland",2008,15.6,"Fair (not good, not bad) health","F"
"1586","CHE","Switzerland",2009,15.7,"Fair (not good, not bad) health","F"
"1587","CHE","Switzerland",2010,15,"Fair (not good, not bad) health","F"
"1588","CHE","Switzerland",2011,15.2,"Fair (not good, not bad) health","F"
"1589","CHE","Switzerland",2012,14.9,"Fair (not good, not bad) health","F"
"1590","CHE","Switzerland",2013,15.6,"Fair (not good, not bad) health","F"
"1591","CHE","Switzerland",2014,17.2,"Fair (not good, not bad) health","F"
"1592","CHE","Switzerland",2015,16.2,"Fair (not good, not bad) health","F"
"1593","CHE","Switzerland",2016,17.9,"Fair (not good, not bad) health","F"
"1594","CHE","Switzerland",2017,15.7,"Fair (not good, not bad) health","F"
"1595","CHE","Switzerland",2018,15.1,"Fair (not good, not bad) health","F"
"1596","CHE","Switzerland",2019,14.6,"Fair (not good, not bad) health","F"
"1597","CHE","Switzerland",2020,13.1,"Fair (not good, not bad) health","F"
"1598","CHE","Switzerland",2021,14.3,"Fair (not good, not bad) health","F"
"1599","CHE","Switzerland",2022,15.8,"Fair (not good, not bad) health","F"
"1600","CHE","Switzerland",2023,16.4,"Fair (not good, not bad) health","F"
"1601","CHE","Switzerland",2007,4.1,"Bad/very bad health","B"
"1602","CHE","Switzerland",2008,3.2,"Bad/very bad health","B"
"1603","CHE","Switzerland",2009,3.4,"Bad/very bad health","B"
"1604","CHE","Switzerland",2010,3.5,"Bad/very bad health","B"
"1605","CHE","Switzerland",2011,3.6,"Bad/very bad health","B"
"1606","CHE","Switzerland",2012,3.1,"Bad/very bad health","B"
"1607","CHE","Switzerland",2013,3.7,"Bad/very bad health","B"
"1608","CHE","Switzerland",2014,4.3,"Bad/very bad health","B"
"1609","CHE","Switzerland",2015,4.1,"Bad/very bad health","B"
"1610","CHE","Switzerland",2016,4.5,"Bad/very bad health","B"
"1611","CHE","Switzerland",2017,4.1,"Bad/very bad health","B"
"1612","CHE","Switzerland",2018,4.3,"Bad/very bad health","B"
"1613","CHE","Switzerland",2019,4.2,"Bad/very bad health","B"
"1614","CHE","Switzerland",2020,3.6,"Bad/very bad health","B"
"1615","CHE","Switzerland",2021,3.9,"Bad/very bad health","B"
"1616","CHE","Switzerland",2022,4,"Bad/very bad health","B"
"1617","CHE","Switzerland",2023,4.4,"Bad/very bad health","B"
"1618","TUR","Türkiye",2007,66.8,"Good/very good health","G"
"1619","TUR","Türkiye",2008,67.9,"Good/very good health","G"
"1620","TUR","Türkiye",2009,65.1,"Good/very good health","G"
"1621","TUR","Türkiye",2010,66,"Good/very good health","G"
"1622","TUR","Türkiye",2011,67.2,"Good/very good health","G"
"1623","TUR","Türkiye",2012,68.6,"Good/very good health","G"
"1624","TUR","Türkiye",2013,67.8,"Good/very good health","G"
"1625","TUR","Türkiye",2014,68.1,"Good/very good health","G"
"1626","TUR","Türkiye",2015,66.4,"Good/very good health","G"
"1627","TUR","Türkiye",2016,69.4,"Good/very good health","G"
"1628","TUR","Türkiye",2017,68.8,"Good/very good health","G"
"1629","TUR","Türkiye",2018,67.6,"Good/very good health","G"
"1630","TUR","Türkiye",2019,66.9,"Good/very good health","G"
"1631","TUR","Türkiye",2020,69.4,"Good/very good health","G"
"1632","TUR","Türkiye",2021,67.8,"Good/very good health","G"
"1633","TUR","Türkiye",2022,66.7,"Good/very good health","G"
"1634","TUR","Türkiye",2023,64.9,"Good/very good health","G"
"1635","TUR","Türkiye",2007,19.5,"Fair (not good, not bad) health","F"
"1636","TUR","Türkiye",2008,20.2,"Fair (not good, not bad) health","F"
"1637","TUR","Türkiye",2009,21.2,"Fair (not good, not bad) health","F"
"1638","TUR","Türkiye",2010,20.3,"Fair (not good, not bad) health","F"
"1639","TUR","Türkiye",2011,20.1,"Fair (not good, not bad) health","F"
"1640","TUR","Türkiye",2012,19.3,"Fair (not good, not bad) health","F"
"1641","TUR","Türkiye",2013,20.5,"Fair (not good, not bad) health","F"
"1642","TUR","Türkiye",2014,20.1,"Fair (not good, not bad) health","F"
"1643","TUR","Türkiye",2015,21.6,"Fair (not good, not bad) health","F"
"1644","TUR","Türkiye",2016,21.3,"Fair (not good, not bad) health","F"
"1645","TUR","Türkiye",2017,21.8,"Fair (not good, not bad) health","F"
"1646","TUR","Türkiye",2018,22.5,"Fair (not good, not bad) health","F"
"1647","TUR","Türkiye",2019,22.7,"Fair (not good, not bad) health","F"
"1648","TUR","Türkiye",2020,22.2,"Fair (not good, not bad) health","F"
"1649","TUR","Türkiye",2021,23.8,"Fair (not good, not bad) health","F"
"1650","TUR","Türkiye",2022,25,"Fair (not good, not bad) health","F"
"1651","TUR","Türkiye",2023,27,"Fair (not good, not bad) health","F"
"1652","TUR","Türkiye",2007,13.6,"Bad/very bad health","B"
"1653","TUR","Türkiye",2008,11.9,"Bad/very bad health","B"
"1654","TUR","Türkiye",2009,13.6,"Bad/very bad health","B"
"1655","TUR","Türkiye",2010,13.7,"Bad/very bad health","B"
"1656","TUR","Türkiye",2011,12.7,"Bad/very bad health","B"
"1657","TUR","Türkiye",2012,12.1,"Bad/very bad health","B"
"1658","TUR","Türkiye",2013,11.7,"Bad/very bad health","B"
"1659","TUR","Türkiye",2014,11.8,"Bad/very bad health","B"
"1660","TUR","Türkiye",2015,12,"Bad/very bad health","B"
"1661","TUR","Türkiye",2016,9.3,"Bad/very bad health","B"
"1662","TUR","Türkiye",2017,9.4,"Bad/very bad health","B"
"1663","TUR","Türkiye",2018,9.9,"Bad/very bad health","B"
"1664","TUR","Türkiye",2019,10.4,"Bad/very bad health","B"
"1665","TUR","Türkiye",2020,8.5,"Bad/very bad health","B"
"1666","TUR","Türkiye",2021,8.4,"Bad/very bad health","B"
"1667","TUR","Türkiye",2022,8.3,"Bad/very bad health","B"
"1668","TUR","Türkiye",2023,8.1,"Bad/very bad health","B"
"1669","GBR","United Kingdom",2007,77.4,"Good/very good health","G"
"1670","GBR","United Kingdom",2008,79.2,"Good/very good health","G"
"1671","GBR","United Kingdom",2009,78.2,"Good/very good health","G"
"1672","GBR","United Kingdom",2010,79.4,"Good/very good health","G"
"1673","GBR","United Kingdom",2011,77.5,"Good/very good health","G"
"1674","GBR","United Kingdom",2012,74.7,"Good/very good health","G"
"1675","GBR","United Kingdom",2013,73.7,"Good/very good health","G"
"1676","GBR","United Kingdom",2014,69.9,"Good/very good health","G"
"1677","GBR","United Kingdom",2015,69.8,"Good/very good health","G"
"1678","GBR","United Kingdom",2016,69,"Good/very good health","G"
"1679","GBR","United Kingdom",2017,74.8,"Good/very good health","G"
"1680","GBR","United Kingdom",2018,73.2,"Good/very good health","G"
"1681","GBR","United Kingdom",2021,75.3,"Good/very good health","G"
"1682","GBR","United Kingdom",2022,74,"Good/very good health","G"
"1683","GBR","United Kingdom",2023,73.4,"Good/very good health","G"
"1684","GBR","United Kingdom",2007,16.4,"Fair (not good, not bad) health","F"
"1685","GBR","United Kingdom",2008,15.6,"Fair (not good, not bad) health","F"
"1686","GBR","United Kingdom",2009,15.9,"Fair (not good, not bad) health","F"
"1687","GBR","United Kingdom",2010,14.8,"Fair (not good, not bad) health","F"
"1688","GBR","United Kingdom",2011,16.8,"Fair (not good, not bad) health","F"
"1689","GBR","United Kingdom",2012,17.1,"Fair (not good, not bad) health","F"
"1690","GBR","United Kingdom",2013,18,"Fair (not good, not bad) health","F"
"1691","GBR","United Kingdom",2014,21.1,"Fair (not good, not bad) health","F"
"1692","GBR","United Kingdom",2015,21.6,"Fair (not good, not bad) health","F"
"1693","GBR","United Kingdom",2016,22.2,"Fair (not good, not bad) health","F"
"1694","GBR","United Kingdom",2017,18.1,"Fair (not good, not bad) health","F"
"1695","GBR","United Kingdom",2018,19.4,"Fair (not good, not bad) health","F"
"1696","GBR","United Kingdom",2021,17.4,"Fair (not good, not bad) health","F"
"1697","GBR","United Kingdom",2022,18,"Fair (not good, not bad) health","F"
"1698","GBR","United Kingdom",2023,18.3,"Fair (not good, not bad) health","F"
